Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
"Baru_0001,megamendung.jpg",Megamendung,4740.972333440102,8193.340907719841,6771.70183376041,8243.02921836353,18.592048366431776,32.13074865772487,26.5556934657271,32.325604777896196,0.9270911276498616,0.8739990018189672,0.8958616271374464,0.8732348719225613,0.947434799234565,1.0646596924761171,1.020229741972201,1.0661306743634165,0.43870790045567387,0.3961533556154354,0.41296231666191985,0.3955823660622969,0.6623502853141031,0.6294071461426501,0.6426214411781791,0.6289533894195156,0.8523186288701451,0.7447889056677414,0.7890805389804519,0.743241184380696
"Baru_0002,megamendung.jpg",Megamendung,4560.0291279628445,5523.24800418267,3227.0374559577194,5240.809185786965,17.882467168481742,21.659796094834,12.655048846893017,20.55219288543908,0.9298737562211601,0.9150609294100411,0.9503731206600787,0.919404404610664,0.9160825756239386,0.951758758628123,0.8600718898833677,0.941465792889557,0.46332457598596377,0.45126805427749844,0.4815033809378849,0.45489257844399145,0.6806794957878222,0.6717648802054915,0.6939044465471345,0.6744572473063,0.851256865411989,0.8196619615774224,0.894707647195533,0.8288837930876679
"Baru_0003,megamendung.jpg",Megamendung,5158.833980621397,8040.353214422169,6532.17989269699,8756.91095738905,20.23072149263293,31.53079691930262,25.616391736066625,34.340827283878625,0.9206650573521147,0.8763517175526379,0.8995451066850646,0.8653321600992057,0.9513000758841121,1.0469639187588426,0.9994534374310378,1.0677343829903694,0.4443228846505587,0.4093072071533015,0.4272958590535191,0.4011340971372769,0.6665754905864442,0.6397712146957704,0.6536787124065759,0.6333514799361227,0.8356187735352765,0.7436409155281679,0.7917307188726584,0.7207941472259133
"Baru_00034,megamendung.jpg",Megamendung,6455.376661595131,8631.382593657625,5136.704236066625,8712.45299523417,25.31520259449071,33.84855919081422,20.14393818065343,34.16648233425165,0.9007262224095727,0.8672625935217049,0.9210053788320576,0.8660158552696742,0.9889947310165337,1.0563112073944347,0.942423201314301,1.058602772006373,0.4352207529462108,0.4092381518221086,0.45189831148857423,0.408323936585294,0.6597126290637544,0.6397172436491834,0.6722338220355877,0.6390022977934383,0.7911574328973607,0.7209258165352472,0.8338140982350573,0.7183046077222165
"Baru_00035,megamendung.jpg",Megamendung,2900.2982863549005,5316.649238874701,4269.738949391416,4936.141386313821,11.373718770019218,20.84960485833216,16.744074311338885,19.35741720123067,0.955397867216884,0.9182381010845708,0.9343379732815887,0.9240897273965211,0.8462362611504857,0.9453884051232365,0.9058182817489002,0.9312069370694516,0.48501452569995707,0.4528981300127113,0.46601363269661367,0.4578224228894984,0.6964298426259152,0.6729770649975461,0.6826519118090959,0.6766257628035592,0.9055769343298866,0.82678175499297,0.8610702945055312,0.8391804510924996
"Baru_00036,megamendung.jpg",Megamendung,2517.5838805253043,4882.530314303525,4436.362908392056,5243.42436003137,9.872877962844331,19.14717770315108,17.397501601537474,20.562448470711256,0.9612834269288392,0.92491418333738,0.9317755527267239,0.9193641872476952,0.8210195132282045,0.9217176850221482,0.9049012000348278,0.9352010972117124,0.4969287644582103,0.4652428820807542,0.4706913287620947,0.4605570816560985,0.7049317445385832,0.6820871513822513,0.6860694780866546,0.6786435600932926,0.9168897456536074,0.8386295977242689,0.8535109608153328,0.8267018443691265
"Baru_0004,megamendung.jpg",Megamendung,3194.4937139654066,5695.849504313379,4733.161835361947,5578.166663315168,12.527426329276105,22.336664722797565,18.561418962203714,21.87516338554968,0.9508735934247008,0.9124065834541049,0.9272112411133708,0.9142163647876977,0.8715636244352876,0.9715395417955994,0.9359779144873819,0.9673150995867981,0.46984371091699667,0.43688369599437193,0.44905859785547875,0.4383797209571406,0.6854514650338102,0.6609717815416721,0.6701183461564671,0.6621025003404991,0.8983805697692026,0.8187173388173085,0.849436560536318,0.8224628483458765
"Baru_0005,megamendung.jpg",Megamendung,5838.347313420884,7101.50566068089,3892.2315422805896,7017.820084859941,22.895479660474056,27.849041806591725,15.263653106982703,27.520863077882122,0.9102151860268064,0.8907897508584122,0.9401434573512044,0.8920767064734115,0.9661329958571782,1.0078717322114055,0.8916642308502574,1.0052065579951082,0.4444408454265357,0.4292594279017976,0.46984058091026837,0.43026695348160837,0.6666639673977706,0.6551789281576428,0.6854491818583405,0.6559473709693548,0.8105114953750772,0.7693302982693196,0.8736877526084601,0.7720485565846875
"Baru_0006,megamendung.jpg",Megamendung,4041.9327554452275,5969.135212853666,5813.614069506726,7538.2397594964705,15.850716688020501,23.408373383739868,22.7984865470852,29.56172454704498,0.9378412826339428,0.9082038690238725,0.9105955453279191,0.8840734512426341,0.9055849572647057,0.9786522103714828,0.9732865430608371,1.0301208748695985,0.4607258656571039,0.4357078570420442,0.4375819636947562,0.41658965738160547,0.6787679026420621,0.6600817048230047,0.6614997835938846,0.6454375704757243,0.8707640758625926,0.8091215222315118,0.8141272619077996,0.7589453615913834
"Baru_0007,megamendung.jpg",Megamendung,3858.3860506085844,6839.988236240423,5551.962383888534,6350.95065253675,15.130925688661115,26.82348327937421,21.772401505445227,24.90568883347745,0.9406639490264113,0.8948114871552852,0.9146193463554804,0.9023321340304378,0.891237469339493,1.0005246347416457,0.9571284651091811,0.9843635478445171,0.4693830300342653,0.43150947956339175,0.44702191389929075,0.43750458398068987,0.6851153406794109,0.6568938114820323,0.6685969741924433,0.6614412929207625,0.8750276889325842,0.7782508150427457,0.8202054160527897,0.7941051823098099
