Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
"Baru_0001,megamendung.jpg",Megamendung,939.7998078155027,2335.6575237788816,1994.4701913837282,2391.601681111625,16.50544522741832,26.686581270486034,25.351757687379887,26.92095155744133,0.21525033778599145,0.1658183825873433,0.1813278433765588,0.1662442134405891,8.351272287772964,8.594067742001567,8.53515012576302,8.59007566450774,0.007500811244842456,0.006448366260476957,0.007535615236430946,0.0064996076114349184,0.08660722397607751,0.08030172015889173,0.08680792150737711,0.08062014395568218,0.8599079662797338,0.6476786650752588,0.7018676357366713,0.6392430802668791
"Baru_0002,megamendung.jpg",Megamendung,952.208600256246,1421.418488206077,550.7935618193466,1337.9135916668338,17.485065663036515,20.881779243499768,12.261210762331839,20.062679724104644,0.1625335383031231,0.13662708275054383,0.20160672883829703,0.13881636870409045,8.870071781822887,8.99748483679638,8.642049033231551,8.97505437553937,0.0005198656629646971,0.0004222867834673199,0.0006343387457853196,0.00042465983766301174,0.022800562777367955,0.02054961759905327,0.025186082382643783,0.020607276328108277,0.8642511864388066,0.7953213479299495,0.9212749407947635,0.8073462624065464
"Baru_0003,megamendung.jpg",Megamendung,1170.5520099295322,2379.5859960988555,1837.7607102818708,2798.3219650505744,20.65478859705317,30.604395825373523,27.620815983344016,33.680890426109514,0.12101078985470606,0.07849920304857287,0.08408437335282973,0.07328348959121908,9.60056984716219,9.875788055300248,9.811383510305852,9.928378435832247,0.00014910434292385134,0.00010390265246686085,0.00011404265679934228,9.872548404776823e-05,0.012210828920423517,0.010193265054282698,0.010679075652852277,0.009936069849179214,0.8854095818010119,0.7667338452120686,0.8201184129832086,0.7256846311984195
"Baru_00034,megamendung.jpg",Megamendung,1007.4652466367716,1390.0849604858327,461.67162475976943,1439.9643668684266,18.41756085842409,20.87480142371654,10.760750320307498,21.371714693639525,0.25815625776398043,0.22258097540073987,0.30023788537725227,0.21843329321411128,7.679296783375255,7.815351607315595,7.481477782646218,7.821075295732444,0.005147320110842606,0.004152452804283876,0.005908482441029361,0.004061964367857518,0.07174482636986869,0.06443952827483979,0.0768666536349109,0.06373354193717401,0.8992112548438635,0.859702612299469,0.9537019696573407,0.8546709622507204
"Baru_00035,megamendung.jpg",Megamendung,180.6926249199231,527.4764020993786,355.5995555733504,481.7971807194997,6.349135169762972,11.792314343743087,9.799307335041641,11.002714713748517,0.2940798716594513,0.19860187438255786,0.24162826456860076,0.2068037986491261,8.057846216287693,8.54384585631722,8.391625318900712,8.480513912917079,0.0008282474718330495,0.0005341881065515253,0.0006838327286187052,0.0005628774563131266,0.028779288938975706,0.023112509741512827,0.026150195575152115,0.023725038594555048,0.9519034088330346,0.85805585793467,0.9049787134845622,0.8703567249788162
"Baru_00036,megamendung.jpg",Megamendung,257.2919202434337,778.638359910716,585.8257327033954,839.055500814414,8.231181934657272,16.034165175249854,14.324571588725178,16.839087856180498,0.2646840983952893,0.15500492556077122,0.16522349983622564,0.1472689753983803,8.309132408846363,8.838019983511813,8.754953207862497,8.87196356146719,0.0009157774487210477,0.0005171909567628874,0.0005772002926140295,0.0004946254091210032,0.030261815026879132,0.022741832748547058,0.024024993082497018,0.0222401755640778,0.9518477375774781,0.8519911450229171,0.8900364884850797,0.8405128338988699
"Baru_0004,megamendung.jpg",Megamendung,198.1760490070468,554.6366305375134,407.43457719410634,545.7834864968127,7.293802049967969,12.97216915683002,11.360305893657912,12.762110639666997,0.2817629171095192,0.19155345328321416,0.2198066229146082,0.1978436128035886,7.761898874964204,8.186188748970803,8.06790525095599,8.163543535039171,0.0017996673026476975,0.001126292928917873,0.0013797352200585337,0.0011556367539654463,0.04242248581410214,0.03356028797429893,0.03714478725283715,0.033994657726846525,0.9247724786785888,0.7850289010389168,0.8444673768363296,0.7884692489202325
"Baru_0005,megamendung.jpg",Megamendung,798.2638332799486,1055.1862896901205,471.34687299807814,1064.958193408273,17.886070627802688,20.011964849484208,12.130705477258168,20.347000744032663,0.08385218406654796,0.07846952853435288,0.13849136066447365,0.07738659228767267,9.357328633338177,9.439975366370387,9.05029823467597,9.454808574119472,0.00015759223184814758,0.00014142428470989798,0.00021804905322819065,0.00013941597361457475,0.012553574464993928,0.011892194276494896,0.014766484118712574,0.011807454154667498,0.8711501972630242,0.8283811533941421,0.9237452766948959,0.8267934558657541
"Baru_0006,megamendung.jpg",Megamendung,669.547765855221,1476.8099097106315,1249.2886170723896,2006.2402823302298,14.971372517616912,22.670594622855877,21.949291319666877,27.57330732570532,0.15516445022245606,0.1103378437923305,0.11624668736186158,0.09777530010043237,9.12851298528143,9.412610740553642,9.370332566063594,9.5264164305533,0.00027972000461891204,0.00019626939454866552,0.00021405398638169902,0.00017652231631872184,0.016724831975805078,0.014009617930145902,0.014630583938507,0.013286170114774305,0.9361095506270722,0.8588491544776711,0.8807483609089115,0.8082412374046314
"Baru_0007,megamendung.jpg",Megamendung,350.8031710442024,945.0141768384644,647.9675688661115,853.9360534094795,10.044162395900063,17.45854531561061,14.56157911595131,16.237446962536954,0.2217192741178744,0.14937657427151305,0.17997104757315782,0.1573099002033915,8.627765826305836,9.049482522230278,8.918611625867722,8.99267055754899,0.0004877011367171292,0.0003118454437133602,0.0003818796570011503,0.00032782256637264076,0.022083956545807845,0.01765914617735977,0.019541741401450135,0.018105871047056552,0.9219248025724814,0.7873762031875245,0.8551419012226598,0.8078723845185944
