Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
"Baru_0001,megamendung.jpg",Megamendung,2003.5650624599616,3558.5435058014436,3309.090767136451,3585.1199501297033,26.92861146700833,38.88169880753685,37.30309096732863,38.86854752759959,0.17234336953752333,0.12578587701513003,0.14286005454461145,0.12616366939617588,8.014515997146312,8.301080586105904,8.225657323927999,8.29868225212807,0.007520895387887553,0.006460043700889871,0.0075485442482182,0.00651117445624035,0.08672309604648322,0.08037439704837525,0.0868823586708959,0.08069184875958878,0.8030982473244731,0.6489625650822,0.6749814521004385,0.6463412697486624
"Baru_0002,megamendung.jpg",Megamendung,1090.1868593850095,1563.0403587443948,633.4011050608584,1496.0969253353178,19.97649743754004,23.872388344828977,14.455717488789238,23.141748275654045,0.11015171681950378,0.08848485004011933,0.1480949301264881,0.09119967431735443,8.606411873835714,8.7521287474285,8.359742605890736,8.729945122907008,0.0005334078514861775,0.0004330258797955284,0.0006529254150608543,0.000435658136127957,0.02309562407656865,0.020809273889194894,0.025552405269579893,0.020872425257452882,0.8979199237860309,0.853187459218789,0.9407360700798899,0.8594758608246875
"Baru_0003,megamendung.jpg",Megamendung,1228.7529628443303,2455.5878059080214,1916.5817785073673,2881.780470148203,21.093569827033953,31.18811960827686,28.12938420884049,34.238311649138325,0.10767544402997996,0.06725885630752548,0.07222302530283173,0.06148107221117544,9.328048244879414,9.623227573857601,9.54667074898549,9.680710576842692,0.00017717340966353967,0.0001227922609137313,0.0001353773998438886,0.00011589166112682082,0.013310650234437824,0.011081166947290853,0.011635179407464613,0.010765298933463056,0.8861087598446902,0.7723516126637822,0.8224531919395555,0.7328400818358796
"Baru_00034,megamendung.jpg",Megamendung,2009.2861747277386,2695.0548975446927,1375.5183576233185,2736.53403446681,29.34322950032031,35.30734581431358,21.829376201153107,35.88435319431318,0.17166293785097392,0.14067786142930128,0.22153344279356496,0.1367931992718691,7.212956928773052,7.383096873134242,6.98944031022385,7.388449072451992,0.005172451339640956,0.004171016084923655,0.005944750442166954,0.004080937276835073,0.071919756254043,0.06458340409829491,0.0771022077645443,0.0638822140883914,0.7989354860156607,0.7294740946110766,0.8622864947708029,0.7253116106949594
"Baru_00035,megamendung.jpg",Megamendung,475.2842128443305,1227.2527096865008,804.2935618193465,1139.1960425506243,10.453575432415118,18.75412737034728,15.357022741832157,17.60300830501317,0.2147839668124284,0.13232302845219626,0.1679726654765543,0.13729106905254865,7.8955310473184825,8.400916394207275,8.238938998761798,8.336470101540236,0.0008599475066852134,0.0005502818903909126,0.0007049103782808948,0.0005790543384974427,0.02932486157998386,0.023458087952578584,0.02655014836645729,0.02406354791998559,0.9554324077412563,0.8845000234161349,0.9245747878382689,0.8927882955860907
"Baru_00036,megamendung.jpg",Megamendung,389.44905108904555,1146.1594844054775,857.7240751121076,1224.0497697520561,10.801469410634212,20.910595427215508,18.641836162716206,21.87494218665165,0.20255674900769,0.10145915968492836,0.11278550130383548,0.094221391584442,8.09423929634982,8.657137157214146,8.558168853284524,8.693212110513178,0.0009428015100133544,0.000527314599655662,0.000590173188618537,0.0005044107952471941,0.03070507303383847,0.022963331632314638,0.024293480372695405,0.022459091594434405,0.9634191799714626,0.8918831634188753,0.9195233899641427,0.8845368207479144
"Baru_0004,megamendung.jpg",Megamendung,743.4854660474055,1743.0302238130669,1273.7186098654709,1636.070662993424,15.487548046124278,25.993323815077723,22.411675208199874,25.219007018037765,0.1843224234748248,0.10686567051315979,0.13042027860139302,0.11079260704242547,7.609675680337191,8.058538062225804,7.930608442799965,8.035060275760802,0.0018189364817130277,0.0011338310203874123,0.0013891735329208802,0.0011632963590731905,0.04264899156736332,0.0336724074040959,0.037271618329781174,0.03410713061917098,0.9286032723439669,0.8317480801685636,0.8777422929814113,0.8420730208114298
"Baru_0005,megamendung.jpg",Megamendung,1378.9248278347213,1793.6212471596052,810.9334561178732,1809.7654889501096,24.110606181934656,26.84125962717932,16.53551409352979,27.284119930020715,0.06417912150199168,0.05643339086844896,0.1078033306751959,0.05521014077494452,9.253642814698015,9.35001302458397,8.949370030469948,9.364516138259269,0.00016606689539190163,0.00014694031645283654,0.00022826305469778854,0.000144773693912065,0.012886694509916096,0.012121894095100672,0.015108376970998193,0.01203219406060528,0.8716839987439706,0.8324704041815809,0.9244905011636279,0.8309636282754683
"Baru_0006,megamendung.jpg",Megamendung,704.5401785714286,1397.1878380824064,1178.5744114349777,1859.8090249150396,16.675628603459323,24.08128054052967,23.12706197950032,28.585433047115366,0.12256895943596557,0.08255409083936976,0.08557131050408995,0.06986843034014781,8.870340646153846,9.174391279348294,9.122895082432528,9.290817410988844,0.00029880923835504765,0.00020890539762169648,0.00022764326527329145,0.0001879401502233926,0.017286099570320877,0.014453560032798025,0.015087851579111303,0.013709126530286041,0.9344648098614361,0.8699324870266713,0.8903480212859056,0.826862112693003
"Baru_0007,megamendung.jpg",Megamendung,747.9415839205637,1836.8703171187835,1227.3697149263294,1635.243399223793,14.408752402306213,24.641034406483136,20.227458360025622,22.877898208288926,0.1659849835049928,0.10072191302019544,0.1274539888126392,0.10729549244308885,8.417618991381438,8.869593708316122,8.723375587297323,8.80859401780397,0.0005074153698761574,0.0003217424363758058,0.0003937271933522549,0.0003385024222749022,0.022525882221927678,0.017937180279403053,0.019842560151156274,0.018398435321377256,0.9302862187905544,0.8281298727486955,0.8855726966749052,0.8469956719320115
