Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
"Baru_0001,megamendung.jpg",Megamendung,4537.951853779628,6499.933117496833,6413.898942985266,6537.211164511653,39.969270499679695,51.82380502322589,50.63793241511851,51.85248044400652,0.22409762178501832,0.17584434638030308,0.18966143761341303,0.1745863393377191,8.327908816044774,8.533784641311115,8.464617504051805,8.532711493731785,0.012637460677817649,0.008999389209372429,0.009912373020957262,0.008888354050058722,0.11241646088459487,0.09486511060117112,0.09956090106541454,0.0942780677043114,0.645687705030063,0.4903146272959944,0.49957708640285337,0.48739907548127925
"Baru_0002,megamendung.jpg",Megamendung,3187.528747597694,3912.053429588369,2156.95894058296,3743.874419352893,31.593729980781546,35.24557099479178,24.723714766175533,34.27482957630356,0.12522980421077085,0.11236232669524805,0.16039430276269545,0.1155113901818517,9.151122076097582,9.231115073414266,8.983833700406674,9.214881767734239,0.0031023925345012825,0.0026840073936726114,0.005040747589819476,0.002832047600627669,0.05569912507841827,0.05180740674529667,0.07099822244126593,0.053216986016004976,0.7674616970038184,0.7131776667096444,0.8427686858093387,0.7255075370302182
"Baru_0003,megamendung.jpg",Megamendung,3727.42368673927,5636.240644292063,5223.355441223575,6403.547366727664,33.324711723254325,43.49789861046874,41.945007206918646,47.52391964447304,0.16260627916512305,0.1264452898891523,0.12411385957490204,0.11059840938590072,8.874667197419328,9.035875457789171,9.022432079601426,9.081311150927256,0.00635668237183545,0.004243793251477948,0.003890091390361268,0.003493050655856194,0.07972880515745517,0.06514440307100794,0.06237059716213456,0.059102035970482386,0.7552988831698864,0.6294454427513014,0.6574478398890258,0.578996355265565
"Baru_00034,megamendung.jpg",Megamendung,4920.4408231902635,5368.7318667176105,4138.559997597693,5430.7952301474,45.50756726457399,48.720243720967645,39.27852738629084,49.25653039473949,0.15035451018577295,0.12972296071640216,0.18272451270391768,0.12763568025572017,8.847320779536116,8.97596366887111,8.704665444022723,8.987920557306335,0.0027236246492340537,0.0021765528940834275,0.003786361324231929,0.0021798149590398297,0.05218835741076791,0.046653541066926825,0.061533416321799726,0.046688488506695415,0.623278938906261,0.5876107099191871,0.683359664959395,0.5828465000132333
"Baru_00035,megamendung.jpg",Megamendung,1367.5541920243431,2793.564499587765,2185.6827354260085,2611.780711456092,18.569887091607946,27.842003659836312,24.994074311338885,26.466146514106455,0.1724799389753378,0.12303620572479032,0.13923307950822877,0.12691447920137608,8.966055863337797,9.259561120701765,9.16746764657132,9.220042663293428,0.003477813997722246,0.0015847283011722402,0.0022055029330399338,0.0017480911555006057,0.058972993799893236,0.0398086460605261,0.04696278242438297,0.04181018004625914,0.8924081064712394,0.7788383644200869,0.8281242944113562,0.7932308356144174
"Baru_00036,megamendung.jpg",Megamendung,1261.2318826073033,2911.7052021959025,2481.8215486867393,3096.072814655433,19.310117713004487,30.980071990186815,29.38709160794363,32.15087775744536,0.1790227305221323,0.11475131500436303,0.12015350220697278,0.10942161266923343,8.916414523451207,9.267277010067291,9.216919303371737,9.2960739487977,0.004983329800580372,0.0021242306580841284,0.002504938373125197,0.0019520310731877375,0.07059270359307945,0.046089376846342026,0.05004935936778009,0.04418179572162881,0.906325664304266,0.7824827119337063,0.8157459583512583,0.768710409797897
"Baru_0004,megamendung.jpg",Megamendung,2092.7848734785393,3825.847654286232,3347.61298846893,3692.6413360413435,26.36202754644459,37.18691306883308,34.89321748878923,36.3003277765489,0.16291945456946685,0.10933145439664173,0.12465828470750782,0.11253964682569993,8.972907779674674,9.26213205174819,9.168261079000098,9.240018454249007,0.004585513960795063,0.0020980106029371633,0.0026870360328105883,0.0021414991411547474,0.06771642312463841,0.045804045704906496,0.05183662829323092,0.04627633456913747,0.8369331486285455,0.700046980979961,0.7392487605445041,0.7104909268517992
"Baru_0005,megamendung.jpg",Megamendung,3620.353679532351,4044.3918840113415,2309.718709961563,4059.542238935028,36.117492793081354,38.082688169880754,26.66738068545804,38.320537312232304,0.0920039893106385,0.0832472700098046,0.1315258150414791,0.08422424139604429,9.459097486655565,9.494933610758103,9.245962937671006,9.49937801470924,0.001618124908560521,0.0013978991616675435,0.003239658759148052,0.0013823630061379213,0.040225923340061705,0.037388489694925406,0.05691800030876042,0.037180142632027666,0.7322791491417289,0.6999070080625479,0.8295663381688105,0.6987828550456413
"Baru_0006,megamendung.jpg",Megamendung,2245.8831678411275,3459.717931187033,3359.9539357783474,4414.443242373665,27.30297085201794,34.938064308552356,35.61849375400385,40.741297834261694,0.150077619406636,0.11774756467685621,0.11133351008791978,0.0988637432192601,9.16887237586635,9.342715178099322,9.357745724662188,9.440875700405435,0.0051217810994775344,0.0032412521570626927,0.002899498765451606,0.0023852158709859756,0.07156662000875502,0.05693199589916634,0.05384699402428706,0.048838671879832846,0.8386635386448628,0.7508508417899049,0.7589099225056696,0.6820990336519333
"Baru_0007,megamendung.jpg",Megamendung,2425.671504644459,4376.015865993686,3608.0960722293403,3982.1480021717707,24.971392536835364,36.255243419332785,32.597753843689944,34.16123388767117,0.17269682911295695,0.12388405253921192,0.1440329458958913,0.13173137312364125,8.945106945134022,9.196891910906805,9.110359056250388,9.162482379241947,0.005836019178347153,0.003006681704188994,0.003891194507329215,0.003378797912451984,0.0763938425420999,0.05483321716066817,0.06237943978050151,0.05812742822843605,0.825692921128395,0.6840962891249506,0.7410557401045593,0.7125314727866975
"Baru_0008,megamendung.jpg",Megamendung,1947.3586843369635,2229.018842124314,1460.728239109545,2569.9809970037604,25.97059176809737,27.644392607935004,21.543621877001918,30.44945605180076,0.15436898831453078,0.13322759961816696,0.18169283195562277,0.11992617045763816,9.111520298461734,9.180373546824391,8.950973236760873,9.250733193068605,0.0019924148002069177,0.001630210188739346,0.00289675810591108,0.001281899128976533,0.044636473877389976,0.04037586146126601,0.05382153942346019,0.03580361893686912,0.8393667151758373,0.8153870996334672,0.8796915612563112,0.7871441360649942
"Baru_0009,megamendung.jpg",Megamendung,3115.97701793722,5401.809165677975,5477.781089846252,6497.9856622896095,32.04708520179372,44.842727583502594,45.964826233183864,50.799754670313106,0.15843394742967948,0.11519026407229255,0.1081596307925978,0.09657832755967477,8.976915686270779,9.185128365153084,9.201690749078452,9.248086405982932,0.007427459677433835,0.004208217454932223,0.0035901700177333597,0.0031688595478126707,0.08618271101232448,0.0648707750449478,0.05991802748533499,0.0562926242754117,0.7930334462571295,0.6403719846018652,0.6365258166619744,0.5673964822092838
"Baru_0011,megamendung.jpg",Megamendung,1760.6099655669443,3067.757666552716,2485.3159032671365,2862.013533350761,22.97859945547726,32.29071567898008,29.063540999359383,30.921253192302277,0.16099458920530813,0.10908025835544341,0.12820667189279653,0.11520837410687557,9.001677252318283,9.28259942335692,9.179197974552228,9.257825489839236,0.00371157219803529,0.0015073384688242596,0.0023883564432617644,0.0017072524637760558,0.06092267392387903,0.03882445709632344,0.04887081381828795,0.041318911696413975,0.8628355431115816,0.7594430454087888,0.8064458498459625,0.7755763869199803
"Baru_0012,megamendung.jpg",Megamendung,2915.1801529468294,4403.599831084477,4290.687820307495,4499.591324981398,30.899403427290203,40.92899515373323,39.43870115310698,41.575599750648514,0.13493166704755674,0.09073485700461309,0.10499963781630947,0.09010018647330306,9.33051466075701,9.561462774358166,9.479577324185723,9.574364150850368,0.001663675924531368,0.0007173425199757331,0.00091806183263287,0.0007507438087362786,0.040788183638541295,0.026783250735781364,0.03029953518839637,0.027399704537390154,0.784545353248278,0.6733389284115776,0.6833601262775296,0.6662183581278064
"Baru_0013,megamendung.jpg",Megamendung,4422.968589846253,4701.48969414225,3145.4479500320313,4656.099519395122,41.43864109545164,43.17366124394216,33.4380605381166,43.307466468257964,0.1449376339278993,0.1292545605049943,0.2004767842736973,0.1272389405951663,8.754474732703894,8.888511972310084,8.580652488316742,8.896003309820548,0.0020803902319577227,0.0018054162757989763,0.0034349457301559158,0.001861018166915284,0.04561129500417328,0.04249019034787884,0.05860841006336817,0.04313951978076812,0.6760886569380755,0.653985151076366,0.7696750662329475,0.6573286925300527
"Baru_0014,megamendung.jpg",Megamendung,2100.077874759769,3531.5125178467297,3453.619815022422,4040.0032777654887,24.339125560538115,32.99016670353315,33.08570227418322,36.228377807717834,0.1719646084043806,0.12923860956028904,0.13694788213425219,0.11733351255343306,9.059119795007566,9.276612313552754,9.25462744116893,9.340168630039233,0.004698800165904304,0.0029124392848665455,0.003045999712254193,0.002317029736349684,0.06854779475595334,0.05396702034452658,0.05519057629934836,0.04813553506869622,0.8417352681044994,0.7325366725380379,0.7400019282908135,0.6940279132386775
"Baru_0015,megamendung.jpg",Megamendung,1919.474715727098,3473.9249934645777,2886.25658632287,3200.111162500754,22.14175608584241,31.960345070280923,29.009909513132612,30.446298940256188,0.1549290964151817,0.10169514769347104,0.11450362675560449,0.1064977439821201,9.198573168922005,9.461636608111199,9.396290436833354,9.433772114525592,0.002595325232594848,0.0009071625933406051,0.001165275454955656,0.001054552166539018,0.05094433464669892,0.030119139983415946,0.034136131224197855,0.03247386898013568,0.858084656517355,0.7416556136455541,0.7864888756670305,0.7620180742181812
"Baru_0017,megamendung.jpg",Megamendung,2196.0562139654066,3075.4872609543727,2085.6297845932095,3273.3132176396066,23.834921524663677,28.80520420680086,24.741932254964766,30.22926260330994,0.15122672072156207,0.13395648636752,0.14396624232436145,0.12459206933294024,9.089405809667536,9.212607385578128,9.136307708324393,9.249201405187298,0.0036989016823222682,0.002755560123300167,0.0037296412740086987,0.002459704944320103,0.060818596517202436,0.05249342933453831,0.061070789040331704,0.04959541253301663,0.8405710626080765,0.7757012561906005,0.8488339998925963,0.7612755841578293
"Baru_0018,megamendung.jpg",Megamendung,6754.038456918642,9666.285648213317,9588.6418161435,9648.498562207162,54.652086002562456,70.05737095055198,69.0283071748879,69.85113314162763,0.1416333929917319,0.10383231271574958,0.10455514003668487,0.1034412520683442,8.799605448898138,8.94689264858616,8.90473469992966,8.94334903627774,0.007032244228001482,0.004131975835481688,0.0041384762604002485,0.004210065432724556,0.0838584773770755,0.06428044675857261,0.06433098989134435,0.06488501701259355,0.5754873057303082,0.39130188366706375,0.3978042698851504,0.3924216705967132
"Baru_0019,megamendung.jpg",Megamendung,2858.559857463165,4338.974340927829,4081.5677650544526,4794.005208228598,29.54312139654068,39.20563453920248,38.344350576553495,41.34064630296206,0.18419907549049006,0.1304750720983333,0.13314616434603038,0.12478362033513013,8.894174982035617,9.128315498664545,9.09488504043048,9.161301112068472,0.005436703259793078,0.003038451151728321,0.00309935049659204,0.0027772969115360583,0.07373400341628737,0.05512214756092437,0.05567181060996705,0.05270006557430511,0.7913594177056962,0.6822787737096039,0.7024350653461986,0.6489664717764602
"Baru_0021,megamendung.jpg",Megamendung,5704.768637892377,7197.662852661424,5108.502782671364,6620.978000764142,44.45781950672645,52.20117034326047,41.529848654708516,49.08634800619357,0.13759236369287878,0.11419204878631697,0.14472988034276174,0.12575731061902762,8.919291303732301,9.015861973637591,8.883131546931562,8.984768754638175,0.005671892806972978,0.004362021573364726,0.006041946569154818,0.0050576214417177,0.07531196987845278,0.06604560222577069,0.07772995927668314,0.07111695607742011,0.6367122006127952,0.5408893947307408,0.6750158569185217,0.577671278803771
